Time,Voltage,Current,Vibration,Temperature,Health Score,Health Status
13:37:19,298.19,5.18,0.82,53.81,,
13:37:22,298.34,5.09,0.86,53.81,,
13:37:25,298.66,4.96,0.96,53.81,,
13:37:28,297.0,5.07,0.99,53.81,,
13:37:30,300.89,5.11,1.17,53.75,,
13:37:33,298.38,4.93,1.19,53.69,,
13:37:36,294.77,5.02,1.04,53.63,,
13:37:39,300.23,5.03,0.91,53.63,,
13:37:41,299.67,4.95,0.89,53.56,,
13:37:44,299.34,5.03,0.95,53.56,,
13:37:47,297.67,4.99,1.09,53.56,,
13:37:50,303.32,4.21,1.18,53.44,,
13:37:52,296.45,4.24,1.07,53.63,,
13:37:55,297.02,4.13,0.94,53.5,,
13:37:58,296.56,4.19,0.76,53.5,,
13:38:01,297.07,4.17,0.91,53.5,,
13:38:03,291.37,4.86,1.12,53.63,,
13:38:06,299.17,4.17,1.24,53.63,,
13:38:09,299.41,4.97,1.0,53.56,,
13:38:12,296.32,4.1,0.75,53.44,,
13:38:14,296.26,4.14,0.81,53.44,,
13:38:17,297.83,4.94,1.04,53.56,,
13:38:20,297.93,4.11,1.14,53.5,,
13:38:23,296.65,4.14,1.14,53.44,,
13:38:26,297.07,4.95,1.12,53.63,,
13:38:28,298.06,4.99,0.94,53.56,,
13:38:31,297.1,4.93,0.83,53.63,,
13:38:34,297.55,4.12,1.06,53.5,,
13:38:37,296.8,4.13,1.18,53.44,,
13:38:39,296.53,4.92,1.15,53.56,,
13:38:42,296.73,4.92,1.04,53.63,,
13:38:45,297.99,4.91,0.86,53.63,,
13:38:48,295.21,4.89,0.81,53.63,,
13:38:50,296.84,4.93,1.02,53.63,,
13:38:53,300.46,4.02,1.16,53.63,,
13:38:56,297.24,4.14,1.18,53.63,,
13:38:59,297.98,4.94,1.2,53.69,,
13:39:01,299.31,4.81,0.95,53.69,,
13:39:04,298.05,4.97,0.77,53.63,,
13:39:07,297.43,4.92,0.85,53.5,,
13:39:10,300.26,4.84,0.98,53.44,,
13:39:12,298.74,4.89,1.19,53.38,,
13:39:15,298.27,4.77,1.15,53.31,,
13:39:18,298.15,4.87,1.04,53.31,,
13:39:21,299.23,4.13,0.9,53.06,,
13:39:23,299.74,4.08,0.94,53.0,,
13:39:26,298.05,4.86,0.84,53.19,,
13:39:29,297.6,4.83,1.1,53.19,,
13:39:32,299.55,4.83,1.2,53.13,,
13:39:34,301.91,4.93,1.03,53.13,,
13:39:37,299.9,4.83,0.85,53.13,,
13:39:40,298.03,4.83,0.82,53.06,,
13:39:43,300.56,4.85,0.96,53.06,,
13:39:45,298.34,4.87,1.09,53.06,,
13:39:48,298.59,4.8,1.19,53.06,,
13:39:51,298.54,4.84,1.18,53.06,,
13:39:54,296.77,4.81,1.1,53.0,,
13:39:56,297.08,4.85,0.99,52.94,,
13:39:59,298.37,4.84,0.91,53.0,,
13:40:02,296.48,3.96,1.05,52.88,,
13:40:05,295.97,4.0,1.2,52.88,,
13:40:08,299.91,4.78,1.1,53.0,,
13:40:10,298.27,4.87,0.95,53.0,,
13:40:13,297.77,4.79,0.85,53.06,,
13:40:16,299.19,4.83,0.91,53.06,,
13:40:19,297.24,4.82,0.86,53.06,,
13:40:21,298.54,4.69,1.13,53.06,,
13:40:24,299.01,4.79,1.22,53.13,,
13:40:27,297.0,4.76,1.14,53.13,,
13:40:30,298.58,4.77,1.08,53.19,,
13:40:32,298.27,4.04,0.89,53.19,,
13:40:35,297.47,5.66,0.99,53.19,,
13:40:38,297.18,5.71,1.13,53.19,,
13:40:41,296.56,5.93,1.16,53.25,,
13:40:43,296.73,6.3,1.19,53.25,,
13:40:46,295.32,5.85,1.0,53.25,,
13:40:49,295.7,6.85,0.92,53.25,,
13:40:52,287.92,7.12,0.92,53.25,,
13:40:54,296.81,7.2,1.06,53.25,,
13:40:57,294.05,6.5,1.19,53.25,,
13:41:00,294.94,6.5,1.13,53.25,,
13:41:03,296.99,6.53,0.99,53.19,,
13:41:05,297.14,5.74,0.91,53.13,,
13:41:08,297.31,5.71,0.93,53.0,,
13:41:11,297.67,6.57,1.16,53.19,,
13:41:14,296.32,6.72,1.17,53.13,,
13:41:16,295.87,7.08,0.89,53.13,,
13:41:19,296.77,7.06,0.92,53.13,,
13:41:22,310.89,6.76,1.06,53.06,,
13:41:25,296.22,6.64,1.18,53.06,,
13:41:27,295.5,6.77,1.02,53.0,,
13:41:30,294.25,6.68,0.8,52.94,,
13:41:33,294.62,6.62,0.82,52.88,,
13:41:36,293.09,6.67,1.08,52.88,,
13:41:39,293.83,6.56,1.19,52.81,,
13:41:41,295.56,6.09,1.08,52.69,,
13:41:44,295.46,5.9,0.92,52.69,,
13:41:47,295.81,5.94,0.98,52.56,,
13:41:50,297.14,5.76,1.17,52.5,,
13:41:52,298.37,5.65,1.2,52.44,,
13:41:55,297.14,5.64,0.86,52.44,,
13:41:58,296.98,5.72,0.84,52.44,,
13:42:01,296.67,5.73,1.02,52.44,,
13:42:03,295.73,5.65,1.13,52.38,,
13:42:06,295.05,5.71,1.11,52.38,,
13:42:09,296.72,5.7,1.01,52.44,,
13:42:12,297.97,5.71,0.9,52.44,,
13:42:14,296.13,5.55,0.97,52.44,,
13:42:17,295.75,5.64,1.18,52.44,,
13:42:20,295.62,5.58,1.14,52.44,,
13:42:23,295.67,6.7,0.98,52.44,,
13:42:25,296.53,5.01,0.84,52.44,,
13:42:28,297.77,9.01,0.96,52.5,,
13:42:31,296.45,8.35,1.11,52.5,,
13:42:34,297.32,7.9,1.09,52.5,,
13:42:36,298.27,7.84,0.99,52.56,,
13:42:39,298.94,10.16,0.89,52.38,,
13:42:42,299.67,7.32,1.0,52.56,,
13:42:45,298.09,6.49,1.19,52.56,,
13:42:47,299.55,5.83,1.13,52.56,,
13:42:50,298.25,6.04,1.07,52.63,,
13:42:53,298.51,6.17,0.86,52.63,,
13:42:56,300.75,6.32,0.95,52.63,,
13:42:58,299.47,5.75,1.0,52.56,,
13:43:01,298.75,5.73,1.09,52.63,,
13:43:04,297.97,5.66,1.1,52.56,,
13:43:07,298.49,11.29,1.02,52.63,,
13:43:09,299.75,10.68,0.86,52.69,,
13:43:12,298.37,10.66,0.9,52.63,,
13:43:15,297.36,10.67,0.96,52.69,,
13:43:18,297.0,10.55,1.22,52.75,,
13:43:21,297.3,10.48,1.24,52.75,,
13:43:23,296.98,10.41,0.99,52.81,,
13:43:26,299.17,10.51,0.91,52.81,,
13:43:29,299.57,10.56,1.03,52.88,,
13:43:32,298.41,10.49,1.18,52.88,,
13:43:34,297.56,10.55,1.14,52.94,,
13:43:37,297.87,10.54,0.98,52.94,,
13:43:40,299.19,10.56,0.92,53.0,,
13:43:43,300.85,10.6,0.94,53.0,,
13:43:45,300.31,7.56,1.14,53.0,,
13:43:48,299.59,7.49,1.21,53.0,,
13:43:51,300.1,8.03,1.1,53.0,,
13:43:54,299.17,7.54,1.01,52.94,,
13:43:56,299.22,7.68,0.82,52.88,,
13:43:59,297.52,7.61,0.84,52.88,,
13:44:02,297.32,7.69,0.95,52.88,,
13:44:05,297.78,7.22,1.17,52.88,,
13:44:07,298.05,7.2,1.07,52.88,,
13:44:10,298.81,7.17,0.98,52.81,,
13:44:13,299.7,7.15,0.9,52.81,,
13:44:16,300.15,7.12,1.03,52.81,,
13:44:18,300.97,7.0,1.2,52.88,,
13:44:21,299.91,7.11,1.08,52.81,,
13:44:24,298.81,6.98,0.92,52.81,,
13:44:27,298.03,7.11,0.77,52.75,,
13:44:29,298.69,7.05,0.98,52.81,,
13:44:32,300.8,7.21,1.11,52.69,,
13:44:35,300.84,5.5,1.22,52.69,,
13:44:38,299.85,5.45,1.05,52.63,,
13:44:40,305.24,5.23,0.86,52.44,,
13:44:43,297.36,6.77,0.98,52.5,,
13:44:46,298.93,6.15,1.16,52.38,,
13:44:49,301.87,5.66,1.17,52.56,,
13:44:51,297.46,6.39,0.99,52.44,,
13:44:54,298.25,5.14,0.76,52.56,,
13:44:57,297.06,5.0,0.81,52.31,,
13:45:00,300.3,6.16,1.09,52.5,,
13:45:03,298.98,5.65,1.15,52.38,,
13:45:05,297.65,6.02,0.87,52.5,,
13:45:08,298.17,5.3,0.81,52.56,,
13:45:11,297.65,4.47,0.95,52.44,,
13:45:14,298.65,4.52,1.22,52.5,,
13:45:16,296.87,6.13,1.21,52.63,,
13:45:19,298.14,6.37,0.96,52.63,,
13:45:22,299.79,6.02,0.91,52.69,,
13:45:25,298.9,5.22,1.08,52.56,,
13:45:27,299.13,5.79,1.27,52.75,,
13:45:30,301.65,5.73,1.11,52.81,,
13:45:33,299.07,5.78,0.83,52.75,,
13:45:36,297.63,5.75,0.76,52.69,,
13:45:38,297.48,6.32,0.89,52.69,,
13:45:41,297.71,6.31,1.19,52.69,,
13:45:44,298.83,5.56,1.23,52.5,,
13:45:47,298.55,5.46,0.97,52.5,,
13:45:49,299.15,4.36,0.84,52.56,,
13:45:52,299.92,2.17,0.98,52.44,,
13:45:55,298.97,2.63,1.17,52.44,,
13:45:58,298.73,6.75,1.17,52.38,,
13:46:00,299.37,5.83,0.87,52.31,,
13:46:03,298.71,2.26,0.86,52.25,,
13:46:06,297.56,2.31,0.9,52.25,,
13:46:09,298.42,2.24,1.13,52.25,,
13:46:11,301.53,3.4,1.08,52.13,,
13:46:14,295.54,2.2,0.85,52.19,,
13:46:17,298.31,2.24,0.79,52.19,,
13:46:20,300.83,2.22,0.94,52.19,,
13:46:22,298.86,2.23,1.25,52.25,,
13:46:25,299.09,2.27,1.14,52.25,,
13:46:28,299.53,2.19,0.93,52.25,,
13:46:31,300.46,2.24,0.91,52.25,,
13:46:33,300.47,2.19,1.04,52.19,,
13:46:36,299.1,2.2,1.19,52.13,,
13:46:39,295.05,2.2,1.01,52.06,,
13:46:42,298.53,2.2,0.9,52.0,,
13:46:45,299.9,2.27,0.96,52.0,,
13:46:47,295.87,2.22,1.18,51.94,,
13:46:50,297.63,2.22,1.18,51.88,,
13:46:53,297.47,2.52,0.94,52.06,,
13:46:56,297.0,2.53,0.95,51.88,,
13:46:58,296.44,2.16,1.11,51.94,,
13:47:01,296.6,2.2,1.25,51.94,,
13:47:04,296.63,2.23,1.03,52.0,,
13:47:07,297.3,2.25,0.88,52.0,,
13:47:09,295.94,2.19,1.13,52.0,,
13:47:12,295.23,2.25,1.21,52.0,,
13:47:15,295.81,2.28,0.94,52.0,,
13:47:18,296.53,2.26,0.92,52.0,,
13:47:20,297.38,2.22,0.99,52.0,,
13:47:23,295.17,2.25,1.2,51.94,,
13:47:26,295.83,2.26,1.07,51.94,,
13:47:29,294.5,2.22,0.84,51.94,,
13:47:31,294.6,2.22,0.94,51.94,,
13:47:34,291.71,2.26,1.16,51.94,,
13:47:37,294.0,2.18,1.06,52.0,,
13:47:40,292.35,2.25,0.88,52.0,,
13:47:42,291.98,2.23,0.88,52.06,,
13:47:45,293.94,2.24,1.11,52.06,,
13:47:48,294.32,2.24,1.05,52.06,,
13:47:51,293.82,2.23,0.79,52.13,,
13:47:53,294.46,2.21,0.96,52.19,,
13:47:56,291.16,2.59,1.23,52.19,,
13:47:59,302.65,2.6,1.11,52.25,,
13:48:02,296.99,2.26,0.85,52.31,,
13:48:04,294.88,2.21,0.98,52.38,,
13:48:07,296.28,2.24,1.15,52.38,,
13:48:10,296.98,2.23,0.9,52.44,,
13:48:13,297.71,2.25,0.9,52.44,,
13:48:15,295.9,2.23,1.22,52.5,,
13:48:18,295.64,2.24,0.76,52.56,,
13:48:21,296.08,2.26,0.89,52.56,,
13:48:24,295.87,2.23,1.21,52.63,,
13:48:26,297.12,2.26,1.03,52.63,,
13:48:29,296.14,2.21,0.94,52.63,,
13:48:32,296.09,2.23,1.06,52.69,,
13:48:35,295.2,2.22,1.16,52.69,,
13:48:38,295.13,2.25,0.9,52.75,,
13:48:40,293.85,2.27,0.76,52.75,,
13:48:43,296.45,2.23,1.01,52.81,,
13:48:46,296.32,2.28,1.19,52.81,,
13:48:49,296.96,2.22,0.92,52.88,,
13:48:51,297.16,2.25,0.93,52.94,,
13:48:54,295.79,2.25,1.11,52.88,,
13:48:57,296.52,2.24,1.19,52.94,,
13:49:00,292.32,2.2,1.0,52.94,,
13:49:02,294.09,2.22,0.89,52.94,,
13:49:05,293.32,2.26,1.02,52.94,,
13:49:08,293.56,2.24,1.09,52.88,,
13:49:11,294.44,2.23,0.8,52.88,,
13:49:13,294.55,2.24,1.0,52.88,,
13:49:16,295.81,2.21,1.27,52.88,,
13:49:19,291.82,2.21,0.98,52.88,,
13:49:22,291.34,2.22,0.83,52.88,,
13:49:24,293.2,2.21,1.18,52.88,,
13:49:27,293.56,2.18,1.12,52.88,,
13:49:30,293.6,2.22,0.73,52.88,,
13:49:33,295.05,2.58,1.17,52.81,,
13:49:35,293.68,2.2,1.17,52.88,,
13:49:38,293.03,2.24,0.87,52.81,,
13:49:41,292.2,2.26,1.09,52.81,,
13:49:44,294.04,2.2,1.17,52.69,,
13:49:46,294.33,2.22,0.93,52.69,,
13:49:49,293.33,2.22,0.83,52.69,,
13:49:52,293.36,2.23,1.19,52.75,,
13:49:55,294.56,2.28,0.93,52.69,,
13:49:57,296.42,2.17,0.9,52.75,,
13:50:00,294.25,2.24,1.08,52.75,,
13:50:03,294.42,2.22,1.06,52.81,,
13:50:06,295.25,2.2,0.89,52.88,,
13:50:09,296.72,2.22,1.01,52.88,,
13:50:11,294.5,2.23,1.15,52.88,,
13:50:14,294.79,2.23,0.91,52.81,,
13:50:17,294.65,2.24,0.85,52.81,,
13:50:20,296.73,2.21,1.14,52.81,,
13:50:22,296.79,2.23,1.14,52.88,,
13:50:25,296.92,2.23,0.94,52.88,,
13:50:28,294.59,2.24,0.96,52.88,,
13:50:31,293.59,2.23,1.15,52.88,,
13:50:33,293.83,2.24,1.08,52.81,,
13:50:36,291.79,2.22,0.8,52.81,,
13:50:39,293.24,2.22,1.02,52.81,,
13:50:42,295.7,2.21,1.22,52.81,,
13:50:44,294.67,2.22,1.03,52.81,,
13:50:47,293.7,2.22,0.82,52.75,,
13:50:50,294.75,2.25,1.17,52.81,,
13:50:53,295.64,2.23,1.06,52.81,,
13:50:55,295.63,2.24,0.88,52.81,,
13:50:58,295.2,2.24,1.04,52.88,,
13:51:01,293.86,2.22,1.13,52.88,,
13:51:04,295.09,2.23,0.89,52.88,,
13:51:06,295.55,2.18,0.96,52.94,,
13:51:09,294.66,2.2,1.18,52.94,,
13:51:12,295.51,2.27,0.93,52.94,,
13:51:15,296.6,2.25,0.91,52.94,,
13:51:17,294.51,2.21,1.14,53.0,,
13:51:20,294.43,2.24,1.12,53.0,,
13:51:23,294.43,2.27,0.8,53.06,,
13:51:26,295.73,2.24,0.99,53.0,,
13:51:28,296.72,2.19,1.24,53.0,,
13:51:31,294.6,2.64,0.92,52.94,,
13:51:34,294.9,2.6,0.91,52.94,,
13:51:37,294.58,2.54,1.2,53.0,,
13:51:39,295.74,2.55,0.98,53.0,,
13:51:42,295.16,2.59,0.91,53.06,,
13:51:45,295.63,2.59,1.13,53.06,,
13:51:48,294.73,2.53,1.14,53.19,,
13:51:51,298.03,2.23,0.77,53.19,,
13:51:53,295.79,2.56,1.14,53.13,,
13:51:56,296.09,2.56,1.19,53.19,,
13:51:59,297.65,2.21,0.98,53.25,,
13:52:02,295.77,2.54,0.94,53.25,,
13:52:04,294.04,2.56,1.06,53.25,,
13:52:07,295.66,2.25,1.1,53.31,,
13:52:10,294.58,2.23,0.86,53.38,,
13:52:13,295.52,2.24,0.99,53.31,,
13:52:15,296.81,2.57,1.16,53.31,,
13:52:18,295.9,2.5,1.11,53.31,,
13:52:21,294.94,2.23,0.82,53.44,,
13:52:24,294.05,2.22,0.92,53.44,,
13:52:26,294.05,2.21,1.16,53.5,,
13:52:29,292.02,2.21,1.05,53.5,,
13:52:32,293.47,2.18,0.86,53.56,,
13:52:35,292.72,2.55,0.86,53.5,,
13:52:37,293.05,2.57,1.19,53.5,,
13:52:40,294.17,2.22,1.02,53.5,,
13:52:43,294.46,2.17,0.86,53.5,,
13:52:46,294.05,2.2,1.06,53.44,,
13:52:48,292.77,2.21,1.27,53.44,,
13:52:51,292.88,2.24,0.89,53.44,,
13:52:54,291.86,2.22,0.79,53.44,,
13:52:57,293.26,2.23,1.19,53.44,,
13:52:59,294.02,2.18,1.1,53.44,,
13:53:02,293.52,2.53,0.84,53.44,,
13:53:05,291.6,2.52,1.02,53.44,,
13:53:08,292.45,2.15,1.1,53.5,,
13:53:10,290.9,2.17,0.75,53.5,,
13:53:13,292.34,2.17,1.17,53.5,,
13:53:16,292.01,2.17,1.1,53.56,,
13:53:19,293.56,2.18,0.9,53.56,,
13:53:21,293.11,2.23,1.03,53.63,,
13:53:24,292.57,2.17,1.23,53.56,,
13:53:27,292.19,2.21,1.05,53.63,,
13:53:30,292.9,2.22,0.81,53.63,,
13:53:33,292.56,2.23,0.94,53.69,,
13:53:35,292.16,2.17,1.21,53.69,,
13:53:38,295.62,2.2,0.94,53.69,,
13:53:41,294.63,2.19,0.92,53.63,,
13:53:44,290.34,2.57,1.16,53.69,,
13:53:46,295.83,2.56,1.09,53.56,,
13:53:49,293.63,2.24,0.8,53.63,,
13:53:52,294.52,2.22,1.04,53.63,,
13:53:55,296.37,2.2,1.22,53.63,,
13:53:57,295.62,2.21,1.04,53.63,,
13:54:00,295.4,2.21,0.86,53.63,,
13:54:03,294.29,2.28,1.19,53.69,,
13:54:06,296.03,2.22,1.05,53.69,,
13:54:08,294.29,2.15,0.9,53.69,,
13:54:11,293.68,2.19,0.94,53.75,,
13:54:14,295.1,2.21,1.18,53.75,,
13:54:17,295.62,2.22,0.85,53.75,,
13:54:19,296.76,2.25,0.96,53.75,,
13:54:22,293.7,2.22,1.16,53.75,,
13:54:25,294.1,2.23,1.07,53.75,,
13:54:28,294.2,2.18,0.78,53.81,,
13:54:30,296.56,2.26,1.1,53.81,,
13:54:33,298.06,2.24,1.23,53.75,,
13:54:36,292.62,2.24,0.92,53.81,,
13:54:39,295.1,2.23,0.79,53.81,,
13:54:41,294.92,2.23,1.06,53.75,,
13:54:44,294.6,2.23,1.17,53.81,,
13:54:47,296.91,2.27,0.81,53.88,,
13:54:50,296.45,2.58,1.02,53.75,,
13:54:52,295.09,2.23,1.16,53.81,,
13:54:55,295.28,2.23,1.05,53.81,,
13:54:58,294.51,2.21,0.82,53.88,,
13:55:01,294.97,2.19,1.07,53.81,,
13:55:03,295.91,2.23,1.22,53.81,,
13:55:06,296.08,2.24,1.04,53.81,,
13:55:09,296.26,2.24,0.78,53.88,,
13:55:12,296.47,2.22,1.01,53.81,,
13:55:15,295.09,2.22,1.2,53.81,,
13:55:17,294.83,2.16,0.94,53.81,,
13:55:20,294.81,2.22,0.89,53.75,,
13:55:23,295.42,2.23,1.17,53.75,,
13:55:26,295.42,2.25,1.16,53.75,,
13:55:28,292.35,2.25,0.81,53.75,,
13:55:31,295.7,2.24,1.19,53.69,,
13:55:34,294.83,2.22,1.07,53.63,,
13:55:37,294.73,2.18,0.78,53.5,,
13:55:39,295.81,2.2,1.08,53.44,,
13:55:42,294.19,2.22,1.24,53.31,,
13:55:45,294.51,2.21,0.93,53.19,,
13:55:48,293.66,2.19,0.85,53.06,,
13:55:50,295.6,2.22,1.18,53.0,,
13:55:53,294.13,2.18,0.96,52.88,,
13:55:56,294.67,2.26,0.87,52.81,,
13:55:59,296.17,2.23,1.17,52.75,,
13:56:01,297.0,2.18,1.16,52.69,,
13:56:04,294.55,2.24,0.75,52.63,,
13:56:07,295.55,2.22,1.08,52.5,,
13:56:10,294.82,2.24,1.17,52.44,,
13:56:12,294.36,2.24,0.9,52.38,,
13:56:15,293.29,2.23,0.94,52.38,,
13:56:18,295.6,2.17,1.25,52.38,,
13:56:21,292.72,2.26,0.88,52.38,,
13:56:23,297.54,2.53,1.06,52.31,,
13:56:26,293.39,2.2,1.27,52.44,,
13:56:29,292.58,2.21,0.79,52.38,,
13:56:32,295.27,2.21,1.02,52.44,,
13:56:34,294.67,2.21,1.2,52.44,,
13:56:37,293.98,2.21,0.92,52.44,,
13:56:40,293.44,2.23,0.75,52.38,,
13:56:43,295.97,2.25,1.15,52.31,,
13:56:45,294.35,2.17,1.1,52.31,,
13:56:48,294.73,2.22,0.83,52.25,,
13:56:51,295.91,2.22,1.15,52.25,,
13:56:54,293.24,2.22,1.2,52.31,,
13:56:57,290.0,2.24,0.84,52.25,,
13:56:59,294.0,2.23,1.14,52.25,,
13:57:02,294.85,2.18,1.18,52.31,,
13:57:05,294.06,2.14,0.89,52.25,,
13:57:08,294.25,2.21,1.05,52.31,,
13:57:10,294.71,2.26,1.18,52.25,,
13:57:13,293.93,2.2,0.89,52.25,,
13:57:16,295.06,2.23,1.01,52.31,,
13:57:19,292.91,2.21,1.16,52.31,,
13:57:21,294.39,2.22,0.79,52.38,,
13:57:24,293.49,2.21,0.98,52.44,,
13:57:27,293.78,2.23,1.12,52.5,,
13:57:30,293.26,2.21,0.78,52.5,,
13:57:32,295.13,2.2,1.15,52.5,,
13:57:35,296.08,2.21,1.11,52.56,,
13:57:38,298.06,2.29,0.88,52.63,,
13:57:41,292.98,2.23,1.15,52.63,,
13:57:43,295.71,2.27,0.94,52.63,,
13:57:46,293.13,2.21,0.87,52.69,,
13:57:49,295.12,2.24,1.2,52.63,,
13:57:52,293.47,2.22,0.83,52.69,,
13:57:54,295.59,2.19,1.0,52.69,,
13:57:57,294.31,2.23,1.08,52.69,,
13:58:00,294.08,2.21,0.94,52.69,,
13:58:03,293.24,2.22,1.07,52.75,,
13:58:05,294.92,2.23,1.12,52.75,,
13:58:08,294.97,2.28,0.92,52.69,,
13:58:11,294.97,2.23,1.18,52.75,,
13:58:14,295.78,2.24,0.84,52.75,,
13:58:16,293.98,2.22,0.92,52.81,,
13:58:19,295.9,2.22,1.2,52.88,,
13:58:22,293.59,2.48,0.8,52.94,,
13:58:25,296.24,2.58,1.06,52.88,,
13:58:27,297.86,2.58,1.04,52.88,,
13:58:30,295.94,2.54,1.08,52.94,,
13:58:33,296.16,2.59,1.06,52.94,,
13:58:36,294.25,2.57,0.82,52.94,,
13:58:39,292.13,2.57,1.27,52.88,,
13:58:41,294.77,2.58,0.87,52.81,,
13:58:44,297.11,2.58,1.12,52.81,,
13:58:47,297.11,2.6,1.1,52.75,,
13:58:50,297.06,2.25,0.92,52.81,,
13:58:52,300.36,2.59,1.12,52.88,,
13:58:55,295.66,2.61,0.96,52.81,,
13:58:58,296.89,2.21,1.02,52.88,,
13:59:01,296.36,2.26,1.15,52.88,,
13:59:03,297.56,2.23,0.88,52.88,,
13:59:06,293.29,2.57,0.96,52.88,,
13:59:09,296.53,2.58,1.11,52.88,,
13:59:12,294.01,2.22,0.83,53.0,,
13:59:14,296.03,2.26,1.09,53.06,,
13:59:17,296.63,2.35,1.16,53.06,,
13:59:20,296.18,2.21,0.77,53.06,,
13:59:23,294.83,2.2,1.07,53.13,,
13:59:25,296.21,2.54,1.29,53.13,,
13:59:28,295.83,2.59,0.86,53.06,,
13:59:31,308.24,2.28,1.04,53.13,,
13:59:34,295.94,2.22,1.14,53.13,,
13:59:36,296.72,2.22,0.81,53.13,,
13:59:39,294.44,2.26,0.9,53.13,,
13:59:42,294.96,2.23,1.16,53.13,,
13:59:45,296.77,2.22,0.91,53.13,,
13:59:47,297.58,2.21,0.9,53.13,,
13:59:50,296.24,2.22,1.17,53.19,,
13:59:53,297.28,2.5,1.06,53.06,,
13:59:56,295.83,2.6,0.83,53.13,,
13:59:58,297.6,2.24,1.28,53.13,,
14:00:01,296.96,2.27,1.03,53.19,,
14:00:04,296.37,2.21,0.93,53.19,,
14:00:07,296.29,2.23,1.16,53.19,,
14:00:09,296.37,2.26,0.93,53.13,,
14:00:12,294.28,2.17,0.9,53.19,,
14:00:15,295.43,2.22,1.2,53.19,,
14:00:18,296.56,2.26,1.04,53.25,,
14:00:21,294.73,2.23,0.82,53.19,,
14:00:23,296.76,2.23,1.17,53.25,,
14:00:26,294.82,2.32,0.93,53.25,,
14:00:29,295.46,2.26,0.94,53.25,,
14:00:32,296.2,2.21,1.19,53.19,,
14:00:34,297.26,2.24,0.85,53.19,,
14:00:37,299.13,2.57,0.95,53.06,,
14:00:40,294.42,2.53,1.18,53.13,,
14:00:43,296.08,2.21,0.97,53.19,,
14:00:45,296.53,2.23,0.93,53.13,,
14:00:48,296.17,2.23,1.16,53.13,,
14:00:51,299.63,2.24,1.07,53.13,,
14:00:54,295.83,2.22,0.77,53.06,,
14:00:56,297.0,2.22,1.21,53.06,,
14:00:59,295.66,2.18,0.93,53.06,,
14:01:02,296.33,2.25,0.91,53.06,,
14:01:05,295.7,2.27,1.21,53.06,,
14:01:07,296.38,2.26,0.91,53.13,,
14:01:10,294.23,2.19,0.97,53.13,,
14:01:13,295.87,2.24,1.2,53.13,,
14:01:16,295.35,2.2,0.89,53.13,,
14:01:18,295.42,2.21,0.97,53.19,,
14:01:21,294.43,2.24,1.16,53.19,,
14:01:24,295.24,2.21,0.79,53.19,,
14:01:27,295.33,2.24,0.97,53.25,,
14:01:29,295.55,2.22,1.14,53.25,,
14:01:32,296.8,2.23,0.9,53.25,,
14:01:35,295.09,2.24,0.91,53.25,,
14:01:38,296.42,2.25,1.19,53.25,,
14:01:40,294.93,2.61,0.83,53.19,,
14:01:43,295.67,2.25,1.11,53.25,,
14:01:46,294.94,2.21,1.19,53.25,,
14:01:49,294.23,2.23,0.93,53.31,,
14:01:51,295.62,2.25,0.98,53.31,,
14:01:54,295.5,2.23,1.19,53.31,,
14:01:57,295.87,2.24,1.04,53.31,,
14:02:00,294.81,2.24,0.81,53.31,,
14:02:03,293.24,2.23,1.15,53.31,,
14:02:05,294.71,2.2,1.11,53.31,,
14:02:08,294.55,2.21,0.89,53.38,,
14:02:11,294.24,2.22,0.99,53.44,,
14:02:14,293.89,2.21,1.15,53.38,,
14:02:16,293.22,2.24,0.98,53.44,,
14:02:19,295.87,2.25,0.82,53.44,,
14:02:22,295.59,2.25,1.17,53.5,,
14:02:25,292.01,2.21,1.15,53.5,,
14:02:27,293.02,2.17,0.93,53.5,,
14:02:30,294.55,2.25,0.96,53.5,,
14:02:33,294.94,2.25,1.22,53.56,,
14:02:36,294.09,2.21,1.07,53.56,,
14:02:38,293.59,2.25,0.76,53.63,,
14:02:41,293.91,2.29,1.17,53.63,,
14:02:44,294.73,2.25,1.1,53.63,,
14:02:47,295.35,2.23,0.94,53.69,,
14:02:49,295.0,2.25,1.02,53.69,,
14:02:52,293.71,2.18,1.16,53.75,,
14:02:55,293.87,2.2,1.05,53.75,,
14:02:58,295.08,2.26,0.77,53.75,,
14:03:00,295.98,2.25,1.1,53.81,,
14:03:03,295.94,2.21,1.22,53.81,,
14:03:06,295.08,2.22,0.99,53.81,,
14:03:09,294.62,2.25,0.81,53.81,,
14:03:11,294.94,2.24,1.19,53.81,,
14:03:14,293.9,2.59,1.05,53.69,,
14:03:17,294.85,2.55,0.82,53.81,,
14:03:20,296.83,2.28,1.23,53.88,,
14:03:22,293.77,2.2,0.82,53.88,,
14:03:25,295.64,2.28,0.96,53.88,,
14:03:28,294.06,2.24,1.14,53.88,,
14:03:31,294.16,2.21,0.85,53.88,,
14:03:33,295.54,2.2,0.97,53.88,,
14:03:36,294.37,2.24,1.16,53.88,,
14:03:39,296.22,2.18,0.97,53.75,,
14:03:42,294.36,2.26,0.81,53.69,,
14:03:45,296.92,2.26,1.2,53.63,,
14:03:47,295.98,2.27,1.04,53.56,,
14:03:50,295.09,2.28,0.81,53.5,,
14:03:53,295.44,2.25,1.21,53.5,,
14:03:56,295.77,2.21,1.04,53.5,,
14:03:58,295.62,2.26,0.89,53.5,,
14:04:01,296.48,2.19,1.23,53.44,,
