Time,Voltage,Current,Vibration,Temperature,Health Status
13:33:07,238.3814621,3.48,0.92,53.06,Healthy
13:33:07,237.1338973,3.42,1.16,53.13,Healthy
13:33:07,239.5485389,3.5,1.26,53.13,Healthy
13:33:07,238.7919512,3.49,0.96,53.13,Healthy
13:33:07,237.4719472,3.56,0.89,53.13,Healthy
13:33:08,238.8804881,3.54,0.96,53.19,Healthy
13:33:11,239.3553676,2.98,0.98,53.19,Healthy
13:33:14,239.7980518,2.89,1.19,53.13,Healthy
13:33:17,239.500246,3.52,1.12,53.19,Healthy
13:33:19,239.2748795,3.59,0.84,53.19,Healthy
13:33:22,238.1239004,3.56,0.79,53.25,Healthy
13:33:25,239.1380498,3.55,0.96,53.19,Healthy
13:33:28,240.039516,3.51,1.14,53.25,Healthy
13:33:30,240.2004921,3.53,1.17,53.25,Healthy
13:33:33,239.4680508,3.5,0.96,53.25,Healthy
13:33:36,238.3734133,3.55,0.83,53.25,Healthy
13:33:39,237.3753615,3.59,0.85,53.31,Healthy
13:33:42,239.1139034,3.51,1.05,53.31,Healthy
13:33:44,240.4580539,3.53,1.2,53.31,Healthy
13:33:47,239.2990259,3.57,1.14,53.38,Healthy
13:33:50,238.9609761,3.56,0.94,53.31,Healthy
13:33:53,240.6512252,3.6,0.95,53.38,Healthy
13:33:55,240.8926893,3.58,0.9,53.44,Healthy
13:33:58,240.9248846,3.53,1.11,53.44,Healthy
13:34:01,238.3895109,3.6,1.1,53.44,Healthy
13:34:04,238.0031683,3.6,1.15,53.5,Healthy
13:34:06,240.0073208,3.65,1,53.5,Healthy
13:34:09,239.9348815,3.58,0.86,53.56,Healthy
13:34:12,239.9107351,3.56,1.04,53.5,Healthy
13:34:15,235.3551114,2.97,1.17,53.69,Healthy
13:34:17,237.9548755,2.88,1.12,53.44,Healthy
13:34:20,237.4397519,3.59,1.02,53.5,Healthy
13:34:23,238.2687789,3.57,0.89,53.56,Healthy
13:34:26,239.1943915,3.59,0.95,53.56,Healthy
13:34:28,238.8965857,3.54,1.11,53.56,Healthy
13:34:31,239.8141494,3.56,1.13,53.63,Healthy
13:34:34,239.8463447,3.5,1.19,53.63,Healthy
13:34:37,241.0939095,3.61,0.97,53.63,Healthy
13:34:39,239.8704911,3.6,0.8,53.63,Healthy
13:34:42,240.0073208,3.55,0.83,53.63,Healthy
13:34:45,240.1602481,3.59,0.98,53.63,Healthy
13:34:48,240.7317132,3.55,1.23,53.63,Healthy
13:34:50,240.120004,3.65,1.19,53.63,Healthy
13:34:53,237.9226802,3.58,1.02,53.69,Healthy
13:34:56,240.289029,3.53,0.95,53.69,Healthy
13:34:59,241.3273248,3.6,0.88,53.69,Healthy
13:35:01,239.2990259,3.58,0.82,53.69,Healthy
13:35:04,240.1602481,3.58,1.08,53.69,Healthy
13:35:07,240.8443965,3.63,1.2,53.69,Healthy
13:35:10,240.1843945,3.69,1.14,53.75,Healthy
13:35:13,239.5243925,3.69,1.08,53.75,Healthy
13:35:15,240.0636624,3.7,0.89,53.75,Healthy
13:35:18,240.289029,3.55,0.9,53.75,Healthy
13:35:21,239.5887829,3.55,0.9,53.75,Healthy
13:35:24,240.1682969,3.61,1.12,53.75,Healthy
13:35:26,239.5726853,3.63,1.22,53.81,Healthy
13:35:29,238.5826823,3.68,1.05,53.88,Healthy
13:35:32,239.9348815,3.91,0.83,53.81,Healthy
13:35:35,238.2929253,4.59,0.74,53.88,Healthy
13:35:37,240.0556136,5.03,1.01,53.81,Healthy
13:35:40,240.9007381,4.9,1.2,53.88,Healthy
13:35:43,243.4924534,4.92,1.17,53.81,Healthy
13:35:46,240.3936634,4.45,1,53.81,Healthy
13:35:48,239.1380498,3.73,0.82,53.94,Healthy
13:35:51,238.8965857,3.67,0.82,53.63,Healthy
13:35:54,239.3312211,4.37,1.07,53.75,Healthy
13:35:57,239.419758,4.4,1.13,53.75,Healthy
13:35:59,238.759756,4.4,0.93,53.75,Healthy
13:36:02,241.689521,4.43,0.88,53.75,Healthy
13:36:05,241.0617142,4.41,0.93,53.75,Healthy
13:36:08,241.0536654,4.45,1.2,53.81,Healthy
13:36:10,241.5607402,4.39,1.23,53.75,Healthy
13:36:13,242.0436685,4.43,1.09,53.75,Healthy
13:36:16,240.8363477,4.41,0.88,53.75,Healthy
13:36:19,241.2951296,4.45,0.84,53.75,Healthy
13:36:21,241.5285449,4.4,1.01,53.81,Healthy
13:36:24,241.5607402,4.35,1.13,53.81,Healthy
13:36:27,240.7156156,4.33,1.19,53.75,Healthy
13:36:30,239.9670767,4.37,1.06,53.81,Healthy
13:36:32,241.3997641,4.38,0.99,53.81,Healthy
13:36:35,240.3131754,4.4,0.84,53.88,Healthy
13:36:38,239.6129293,4.38,0.84,53.81,Healthy
13:36:41,241.1985439,4.38,1,53.88,Healthy
13:36:44,241.4641545,4.46,1.16,53.88,Healthy
13:36:46,239.9670767,4.41,1.19,53.88,Healthy
13:36:49,241.2226904,4.42,1.15,53.88,Healthy
13:36:52,240.3856146,4.41,1,53.88,Healthy
13:36:55,240.7478108,4.35,0.96,53.88,Healthy
13:36:57,241.6412282,4.42,0.87,53.88,Healthy
13:37:00,240.1039064,4.38,0.81,53.81,Healthy
13:37:03,240.329273,4.39,0.99,53.81,Healthy
13:37:06,239.7014662,4.36,1.12,53.81,Healthy
13:37:08,239.5887829,4.4,1.22,53.81,Healthy
13:37:11,241.7539115,4.39,1.17,53.81,Healthy
13:37:14,240.329273,4.3,1.07,53.81,Healthy
13:37:17,242.0839125,4.89,1,53.81,Healthy
13:37:19,240.0073208,5.18,0.82,53.81,Healthy
13:37:22,240.1280528,5.09,0.86,53.81,Healthy
13:37:25,240.3856146,4.96,0.96,53.81,Healthy
13:37:28,239.049513,5.07,0.99,53.81,Healthy
13:37:30,242.1804982,5.11,1.17,53.75,Healthy
13:37:33,240.1602481,4.93,1.19,53.69,Healthy
13:37:36,237.2546294,5.02,1.04,53.63,Healthy
13:37:39,241.649277,5.03,0.91,53.63,Healthy
13:37:41,241.1985439,4.95,0.89,53.56,Healthy
13:37:44,240.9329334,5.03,0.95,53.56,Healthy
13:37:47,239.5887829,4.99,1.09,53.56,Healthy
13:37:50,244.1363578,4.21,1.18,53.44,Healthy
13:37:52,238.6068287,4.24,1.07,53.63,Healthy
13:37:55,239.0656106,4.13,0.94,53.5,Healthy
13:37:58,238.6953655,4.19,0.76,53.5,Healthy
13:38:01,239.1058546,4.17,0.91,53.5,Healthy
13:38:03,234.5180357,4.86,1.12,53.63,Healthy
13:38:06,240.7961037,4.17,1.24,53.63,Healthy
13:38:09,240.989275,4.97,1,53.56,Healthy
13:38:12,238.5021942,4.1,0.75,53.44,Healthy
13:38:14,238.4539014,4.14,0.81,53.44,Healthy
13:38:17,239.7175638,4.94,1.04,53.56,Healthy
13:38:20,239.7980518,4.11,1.14,53.5,Healthy
13:38:23,238.7678048,4.14,1.14,53.44,Healthy
13:38:26,239.1058546,4.95,1.12,53.63,Healthy
13:38:28,239.9026863,4.99,0.94,53.56,Healthy
13:38:31,239.130001,4.93,0.83,53.63,Healthy
13:38:34,239.4921972,4.12,1.06,53.5,Healthy
13:38:37,238.8885369,4.13,1.18,53.44,Healthy
13:38:39,238.6712191,4.92,1.15,53.56,Healthy
13:38:42,238.8321952,4.92,1.04,53.63,Healthy
13:38:45,239.8463447,4.91,0.86,53.63,Healthy
13:38:48,237.6087768,4.89,0.81,53.63,Healthy
13:38:50,238.9207321,4.93,1.02,53.63,Healthy
13:38:53,241.8343995,4.02,1.16,53.63,Healthy
13:38:56,239.2426843,4.14,1.18,53.63,Healthy
13:38:59,239.8382959,4.94,1.2,53.69,Healthy
13:39:01,240.9087869,4.81,0.95,53.69,Healthy
13:39:04,239.8946375,4.97,0.77,53.63,Healthy
13:39:07,239.3956116,4.92,0.85,53.5,Healthy
13:39:10,241.6734234,4.84,0.98,53.44,Healthy
13:39:12,240.4500051,4.89,1.19,53.38,Healthy
13:39:15,240.0717112,4.77,1.15,53.31,Healthy
13:39:18,239.9751256,4.87,1.04,53.31,Healthy
13:39:21,240.8443965,4.13,0.9,53.06,Healthy
13:39:23,241.2548856,4.08,0.94,53,Healthy
13:39:26,239.8946375,4.86,0.84,53.19,Healthy
13:39:29,239.5324413,4.83,1.1,53.19,Healthy
13:39:32,241.1019583,4.83,1.2,53.13,Healthy
13:39:34,243.0014763,4.93,1.03,53.13,Healthy
13:39:37,241.3836665,4.83,0.85,53.13,Healthy
13:39:40,239.8785399,4.83,0.82,53.06,Healthy
13:39:43,241.9148876,4.85,0.96,53.06,Healthy
13:39:45,240.1280528,4.87,1.09,53.06,Healthy
13:39:48,240.329273,4.8,1.19,53.06,Healthy
13:39:51,240.289029,4.84,1.18,53.06,Healthy
13:39:54,238.8643904,4.81,1.1,53,Healthy
13:39:56,239.1139034,4.85,0.99,52.94,Healthy
13:39:59,240.1521993,4.84,0.91,53,Healthy
13:40:02,238.6309751,3.96,1.05,52.88,Healthy
13:40:05,238.220486,4,1.2,52.88,Healthy
13:40:08,241.3917153,4.78,1.1,53,Healthy
13:40:10,240.0717112,4.87,0.95,53,Healthy
13:40:13,239.669271,4.79,0.85,53.06,Healthy
13:40:16,240.8122013,4.83,0.91,53.06,Healthy
13:40:19,239.2426843,4.82,0.86,53.06,Healthy
13:40:21,240.289029,4.69,1.13,53.06,Healthy
13:40:24,240.6673228,4.79,1.22,53.13,Healthy
13:40:27,239.049513,4.76,1.14,53.13,Healthy
13:40:30,240.3212242,4.77,1.08,53.19,Healthy
13:40:32,240.0717112,4.04,0.89,53.19,Healthy
13:40:35,239.4278068,5.66,0.99,53.19,Healthy
13:40:38,239.1943915,5.71,1.13,53.19,Healthy
13:40:41,238.6953655,5.93,1.16,53.25,Healthy
13:40:43,238.8321952,6.3,1.19,53.25,Healthy
13:40:46,237.6973137,5.85,1,53.25,Healthy
13:40:49,238.0031683,6.85,0.92,53.25,Healthy
13:40:52,231.7411979,7.12,0.92,53.25,Healthy
13:40:54,238.8965857,7.2,1.06,53.25,Healthy
13:40:57,236.6751154,6.5,1.19,53.25,Healthy
13:41:00,237.3914591,6.5,1.13,53.25,Healthy
13:41:03,239.0414642,6.53,0.99,53.19,Healthy
13:41:05,239.1621962,5.74,0.91,53.13,Healthy
13:41:08,239.2990259,5.71,0.93,53,Healthy
13:41:11,239.5887829,6.57,1.16,53.19,Healthy
13:41:14,238.5021942,6.72,1.17,53.13,Healthy
13:41:16,238.139998,7.08,0.89,53.13,Healthy
13:41:19,238.8643904,7.06,0.92,53.13,Healthy
13:41:22,250.2293033,6.76,1.06,53.06,Healthy
13:41:25,238.4217062,6.64,1.18,53.06,Healthy
13:41:27,237.8421922,6.77,1.02,53,Healthy
13:41:30,236.8360915,6.68,0.8,52.94,Healthy
13:41:33,237.1338973,6.62,0.82,52.88,Healthy
13:41:36,235.9024301,6.67,1.08,52.88,Healthy
13:41:39,236.4980417,6.56,1.19,52.81,Healthy
13:41:41,237.890485,6.09,1.08,52.69,Healthy
13:41:44,237.809997,5.9,0.92,52.69,Healthy
13:41:47,238.0917051,5.94,0.98,52.56,Healthy
13:41:50,239.1621962,5.76,1.17,52.5,Healthy
13:41:52,240.1521993,5.65,1.2,52.44,Healthy
13:41:55,239.1621962,5.64,0.86,52.44,Healthy
13:41:58,239.0334153,5.72,0.84,52.44,Healthy
13:42:01,238.7839024,5.73,1.02,52.44,Healthy
13:42:03,238.0273147,5.65,1.13,52.38,Healthy
13:42:06,237.479996,5.71,1.11,52.38,Healthy
13:42:09,238.8241464,5.7,1.01,52.44,Healthy
13:42:12,239.8302471,5.71,0.9,52.44,Healthy
13:42:14,238.3492669,5.55,0.97,52.44,Healthy
13:42:17,238.0434123,5.64,1.18,52.44,Healthy
13:42:20,237.9387778,5.58,1.14,52.44,Healthy
13:42:23,237.9790219,6.7,0.98,52.44,Healthy
13:42:25,238.6712191,5.01,0.84,52.44,Healthy
13:42:28,239.669271,9.01,0.96,52.5,Healthy
13:42:31,238.6068287,8.35,1.11,52.5,Healthy
13:42:34,239.3070747,7.9,1.09,52.5,Healthy
13:42:36,240.0717112,7.84,0.99,52.56,Healthy
13:42:39,240.6109812,10.16,0.89,52.38,Healthy
13:42:42,241.1985439,7.32,1,52.56,Healthy
13:42:45,239.9268327,6.49,1.19,52.56,Healthy
13:42:47,241.1019583,5.83,1.13,52.56,Healthy
13:42:50,240.0556136,6.04,1.07,52.63,Healthy
13:42:53,240.2648825,6.17,0.86,52.63,Healthy
13:42:56,242.0678149,6.32,0.95,52.63,Healthy
13:42:58,241.0375678,5.75,1,52.56,Healthy
13:43:01,240.4580539,5.73,1.09,52.63,Healthy
13:43:04,239.8302471,5.66,1.1,52.56,Healthy
13:43:07,240.2487849,11.29,1.02,52.63,Healthy
13:43:09,241.2629344,10.68,0.86,52.69,Healthy
13:43:12,240.1521993,10.66,0.9,52.63,Healthy
13:43:15,239.3392699,10.67,0.96,52.69,Healthy
13:43:18,239.049513,10.55,1.22,52.75,Healthy
13:43:21,239.2909771,10.48,1.24,52.75,Healthy
13:43:23,239.0334153,10.41,0.99,52.81,Healthy
13:43:26,240.7961037,10.51,0.91,52.81,Healthy
13:43:29,241.1180559,10.56,1.03,52.88,Healthy
13:43:32,240.1843945,10.49,1.18,52.88,Healthy
13:43:34,239.500246,10.55,1.14,52.94,Healthy
13:43:37,239.749759,10.54,0.98,52.94,Healthy
13:43:40,240.8122013,10.56,0.92,53,Healthy
13:43:43,242.1483029,10.6,0.94,53,Healthy
13:43:45,241.7136675,7.56,1.14,53,Healthy
13:43:48,241.1341535,7.49,1.21,53,Healthy
13:43:51,241.5446426,8.03,1.1,53,Healthy
13:43:54,240.7961037,7.54,1.01,52.94,Healthy
13:43:56,240.8363477,7.68,0.82,52.88,Healthy
13:43:59,239.4680508,7.61,0.84,52.88,Healthy
13:44:02,239.3070747,7.69,0.95,52.88,Healthy
13:44:05,239.6773198,7.22,1.17,52.88,Healthy
13:44:07,239.8946375,7.2,1.07,52.88,Healthy
13:44:10,240.5063467,7.17,0.98,52.81,Healthy
13:44:13,241.2226904,7.15,0.9,52.81,Healthy
13:44:16,241.5848866,7.12,1.03,52.81,Healthy
13:44:18,242.2448886,7,1.2,52.88,Healthy
13:44:21,241.3917153,7.11,1.08,52.81,Healthy
13:44:24,240.5063467,6.98,0.92,52.81,Healthy
13:44:27,239.8785399,7.11,0.77,52.75,Healthy
13:44:29,240.409761,7.05,0.98,52.81,Healthy
13:44:32,242.1080589,7.21,1.11,52.69,Healthy
13:44:35,242.1402541,5.5,1.22,52.69,Healthy
13:44:38,241.3434224,5.45,1.05,52.63,Healthy
13:44:40,245.6817284,5.23,0.86,52.44,Healthy
13:44:43,239.3392699,6.77,0.98,52.5,Healthy
13:44:46,240.6029324,6.15,1.16,52.38,Healthy
13:44:49,242.9692811,5.66,1.17,52.56,Healthy
13:44:51,239.419758,6.39,0.99,52.44,Healthy
13:44:54,240.0556136,5.14,0.76,52.56,Healthy
13:44:57,239.0978058,5,0.81,52.31,Healthy
13:45:00,241.7056187,6.16,1.09,52.5,Healthy
13:45:03,240.6431764,5.65,1.15,52.38,Healthy
13:45:05,239.5726853,6.02,0.87,52.5,Healthy
13:45:08,239.9912232,5.3,0.81,52.56,Healthy
13:45:11,239.5726853,4.47,0.95,52.44,Healthy
13:45:14,240.3775658,4.52,1.22,52.5,Healthy
13:45:16,238.9448785,6.13,1.21,52.63,Healthy
13:45:19,239.9670767,6.37,0.96,52.63,Healthy
13:45:22,241.2951296,6.02,0.91,52.69,Healthy
13:45:25,240.5787859,5.22,1.08,52.56,Healthy
13:45:27,240.7639085,5.79,1.27,52.75,Healthy
13:45:30,242.7922074,5.73,1.11,52.81,Healthy
13:45:33,240.7156156,5.78,0.83,52.75,Healthy
13:45:36,239.5565877,5.75,0.76,52.69,Healthy
13:45:38,239.4358556,6.32,0.89,52.69,Healthy
13:45:41,239.6209781,6.31,1.19,52.69,Healthy
13:45:44,240.5224443,5.56,1.23,52.5,Healthy
13:45:47,240.2970778,5.46,0.97,52.5,Healthy
13:45:49,240.7800061,4.36,0.84,52.56,Healthy
13:45:52,241.3997641,2.17,0.98,52.44,Healthy
13:45:55,240.6351276,2.63,1.17,52.44,Healthy
13:45:58,240.4419563,6.75,1.17,52.38,Healthy
13:46:00,240.9570798,5.83,0.87,52.31,Healthy
13:46:03,240.4258586,2.26,0.86,52.25,Healthy
13:46:06,239.500246,2.31,0.9,52.25,Healthy
13:46:09,240.1924433,2.24,1.13,52.25,Healthy
13:46:11,242.6956217,3.4,1.08,52.13,Healthy
13:46:14,237.8743874,2.2,0.85,52.19,Healthy
13:46:17,240.1039064,2.24,0.79,52.19,Healthy
13:46:20,242.1322053,2.22,0.94,52.19,Healthy
13:46:22,240.5465907,2.23,1.25,52.25,Healthy
13:46:25,240.7317132,2.27,1.14,52.25,Healthy
13:46:28,241.0858607,2.19,0.93,52.25,Healthy
13:46:31,241.8343995,2.24,0.91,52.25,Healthy
13:46:33,241.8424483,2.19,1.04,52.19,Healthy
13:46:36,240.739762,2.2,1.19,52.13,Healthy
13:46:39,237.479996,2.2,1.01,52.06,Healthy
13:46:42,240.2809801,2.2,0.9,52,Healthy
13:46:45,241.3836665,2.27,0.96,52,Healthy
13:46:47,238.139998,2.22,1.18,51.94,Healthy
13:46:50,239.5565877,2.22,1.18,51.88,Healthy
13:46:53,239.4278068,2.52,0.94,52.06,Healthy
13:46:56,239.049513,2.53,0.95,51.88,Healthy
13:46:58,238.5987799,2.16,1.11,51.94,Healthy
13:47:01,238.7275608,2.2,1.25,51.94,Healthy
13:47:04,238.7517072,2.23,1.03,52,Healthy
13:47:07,239.2909771,2.25,0.88,52,Healthy
13:47:09,238.1963396,2.19,1.13,52,Healthy
13:47:12,237.6248744,2.25,1.21,52,Healthy
13:47:15,238.0917051,2.28,0.94,52,Healthy
13:47:18,238.6712191,2.26,0.92,52,Healthy
13:47:20,239.3553676,2.22,0.99,52,Healthy
13:47:23,237.5765816,2.25,1.2,51.94,Healthy
13:47:26,238.1078028,2.26,1.07,51.94,Healthy
13:47:29,237.0373117,2.22,0.84,51.94,Healthy
13:47:31,237.1177997,2.22,0.94,51.94,Healthy
13:47:34,234.791695,2.26,1.16,51.94,Healthy
13:47:37,236.6348714,2.18,1.06,52,Healthy
13:47:40,235.3068186,2.25,0.88,52,Healthy
13:47:42,235.0090128,2.23,0.88,52.06,Healthy
13:47:45,236.5865786,2.24,1.11,52.06,Healthy
13:47:48,236.8924332,2.24,1.05,52.06,Healthy
13:47:51,236.4899929,2.23,0.79,52.13,Healthy
13:47:53,237.0051165,2.21,0.96,52.19,Healthy
13:47:56,234.3490108,2.59,1.23,52.19,Healthy
13:47:59,243.5970879,2.6,1.11,52.25,Healthy
13:48:02,239.0414642,2.26,0.85,52.31,Healthy
13:48:04,237.3431663,2.21,0.98,52.38,Healthy
13:48:07,238.469999,2.24,1.15,52.38,Healthy
13:48:10,239.0334153,2.23,0.9,52.44,Healthy
13:48:13,239.6209781,2.25,0.9,52.44,Healthy
13:48:15,238.1641444,2.23,1.22,52.5,Healthy
13:48:18,237.9548755,2.24,0.76,52.56,Healthy
13:48:21,238.3090229,2.26,0.89,52.56,Healthy
13:48:24,238.139998,2.23,1.21,52.63,Healthy
13:48:26,239.1460986,2.26,1.03,52.63,Healthy
13:48:29,238.3573157,2.21,0.94,52.63,Healthy
13:48:32,238.3170717,2.23,1.06,52.69,Healthy
13:48:35,237.600728,2.22,1.16,52.69,Healthy
13:48:38,237.5443864,2.25,0.9,52.75,Healthy
13:48:40,236.5141393,2.27,0.76,52.75,Healthy
13:48:43,238.6068287,2.23,1.01,52.81,Healthy
13:48:46,238.5021942,2.28,1.19,52.81,Healthy
13:48:49,239.0173177,2.22,0.92,52.88,Healthy
13:48:51,239.1782938,2.25,0.93,52.94,Healthy
13:48:54,238.0756075,2.25,1.11,52.88,Healthy
13:48:57,238.6631703,2.24,1.19,52.94,Healthy
13:49:00,235.2826721,2.2,1,52.94,Healthy
13:49:02,236.7073107,2.22,0.89,52.94,Healthy
13:49:05,236.0875527,2.26,1.02,52.94,Healthy
13:49:08,236.280724,2.24,1.09,52.88,Healthy
13:49:11,236.9890188,2.23,0.8,52.88,Healthy
13:49:13,237.0775557,2.24,1,52.88,Healthy
13:49:16,238.0917051,2.21,1.27,52.88,Healthy
13:49:19,234.8802319,2.21,0.98,52.88,Healthy
13:49:22,234.4938892,2.22,0.83,52.88,Healthy
13:49:24,235.990967,2.21,1.18,52.88,Healthy
13:49:27,236.280724,2.18,1.12,52.88,Healthy
13:49:30,236.3129192,2.22,0.73,52.88,Healthy
13:49:33,237.479996,2.58,1.17,52.81,Healthy
13:49:35,236.3773096,2.2,1.17,52.88,Healthy
13:49:38,235.8541373,2.24,0.87,52.81,Healthy
13:49:41,235.1860865,2.26,1.09,52.81,Healthy
13:49:44,236.6670666,2.2,1.17,52.69,Healthy
13:49:46,236.900482,2.22,0.93,52.69,Healthy
13:49:49,236.0956015,2.22,0.83,52.69,Healthy
13:49:52,236.1197479,2.23,1.19,52.75,Healthy
13:49:55,237.0856045,2.28,0.93,52.69,Healthy
13:49:57,238.5826823,2.17,0.9,52.75,Healthy
13:50:00,236.8360915,2.24,1.08,52.75,Healthy
13:50:03,236.9729212,2.22,1.06,52.81,Healthy
13:50:06,237.6409721,2.2,0.89,52.88,Healthy
13:50:09,238.8241464,2.22,1.01,52.88,Healthy
13:50:11,237.0373117,2.23,1.15,52.88,Healthy
13:50:14,237.270727,2.23,0.91,52.81,Healthy
13:50:17,237.1580437,2.24,0.85,52.81,Healthy
13:50:20,238.8321952,2.21,1.14,52.81,Healthy
13:50:22,238.8804881,2.23,1.14,52.88,Healthy
13:50:25,238.9851225,2.23,0.94,52.88,Healthy
13:50:28,237.1097509,2.24,0.96,52.88,Healthy
13:50:31,236.3048704,2.23,1.15,52.88,Healthy
13:50:33,236.4980417,2.24,1.08,52.81,Healthy
13:50:36,234.8560855,2.22,0.8,52.81,Healthy
13:50:39,236.0231622,2.22,1.02,52.81,Healthy
13:50:42,238.0031683,2.21,1.22,52.81,Healthy
13:50:44,237.1741414,2.22,1.03,52.81,Healthy
13:50:47,236.3934073,2.22,0.82,52.75,Healthy
13:50:50,237.2385318,2.25,1.17,52.81,Healthy
13:50:53,237.9548755,2.23,1.06,52.81,Healthy
13:50:55,237.9468267,2.24,0.88,52.81,Healthy
13:50:58,237.600728,2.24,1.04,52.88,Healthy
13:51:01,236.5221881,2.22,1.13,52.88,Healthy
13:51:04,237.5121912,2.23,0.89,52.88,Healthy
13:51:06,237.8824362,2.18,0.96,52.94,Healthy
13:51:09,237.1660926,2.2,1.18,52.94,Healthy
13:51:12,237.850241,2.27,0.93,52.94,Healthy
13:51:15,238.7275608,2.25,0.91,52.94,Healthy
13:51:17,237.0453605,2.21,1.14,53,Healthy
13:51:20,236.98097,2.24,1.12,53,Healthy
13:51:23,236.98097,2.27,0.8,53.06,Healthy
13:51:26,238.0273147,2.24,0.99,53,Healthy
13:51:28,238.8241464,2.19,1.24,53,Healthy
13:51:31,237.1177997,2.64,0.92,52.94,Healthy
13:51:34,237.3592639,2.6,0.91,52.94,Healthy
13:51:37,237.1017021,2.54,1.2,53,Healthy
13:51:39,238.0353635,2.55,0.98,53,Healthy
13:51:42,237.5685328,2.59,0.91,53.06,Healthy
13:51:45,237.9468267,2.59,1.13,53.06,Healthy
13:51:48,237.2224342,2.53,1.14,53.19,Healthy
13:51:51,239.8785399,2.23,0.77,53.19,Healthy
13:51:53,238.0756075,2.56,1.14,53.13,Healthy
13:51:56,238.3170717,2.56,1.19,53.19,Healthy
13:51:59,239.5726853,2.21,0.98,53.25,Healthy
13:52:02,238.0595099,2.54,0.94,53.25,Healthy
13:52:04,236.6670666,2.56,1.06,53.25,Healthy
13:52:07,237.9709731,2.25,1.1,53.31,Healthy
13:52:10,237.1017021,2.23,0.86,53.38,Healthy
13:52:13,237.8582898,2.24,0.99,53.31,Healthy
13:52:15,238.8965857,2.57,1.16,53.31,Healthy
13:52:18,238.1641444,2.5,1.11,53.31,Healthy
13:52:21,237.3914591,2.23,0.82,53.44,Healthy
13:52:24,236.6751154,2.22,0.92,53.44,Healthy
13:52:26,236.6751154,2.21,1.16,53.5,Healthy
13:52:29,235.041208,2.21,1.05,53.5,Healthy
13:52:32,236.2082847,2.18,0.86,53.56,Healthy
13:52:35,235.6046244,2.55,0.86,53.5,Healthy
13:52:37,235.8702349,2.57,1.19,53.5,Healthy
13:52:40,236.7717011,2.22,1.02,53.5,Healthy
13:52:43,237.0051165,2.17,0.86,53.5,Healthy
13:52:46,236.6751154,2.2,1.06,53.44,Healthy
13:52:48,235.6448684,2.21,1.27,53.44,Healthy
13:52:51,235.7334052,2.24,0.89,53.44,Healthy
13:52:54,234.9124271,2.22,0.79,53.44,Healthy
13:52:57,236.0392598,2.23,1.19,53.44,Healthy
13:52:59,236.650969,2.18,1.1,53.44,Healthy
13:53:02,236.2485288,2.53,0.84,53.44,Healthy
13:53:05,234.7031582,2.52,1.02,53.44,Healthy
13:53:08,235.3873066,2.15,1.1,53.5,Healthy
13:53:10,234.1397418,2.17,0.75,53.5,Healthy
13:53:13,235.2987698,2.17,1.17,53.5,Healthy
13:53:16,235.0331592,2.17,1.1,53.56,Healthy
13:53:19,236.280724,2.18,0.9,53.56,Healthy
13:53:21,235.9185278,2.23,1.03,53.63,Healthy
13:53:24,235.4838923,2.17,1.23,53.56,Healthy
13:53:27,235.1780377,2.21,1.05,53.63,Healthy
13:53:30,235.7495028,2.22,0.81,53.63,Healthy
13:53:33,235.4758435,2.23,0.94,53.69,Healthy
13:53:35,235.1538913,2.17,1.21,53.69,Healthy
13:53:38,237.9387778,2.2,0.94,53.69,Healthy
13:53:41,237.1419461,2.19,0.92,53.63,Healthy
13:53:44,233.6890087,2.57,1.16,53.69,Healthy
13:53:46,238.1078028,2.56,1.09,53.56,Healthy
13:53:49,236.3370656,2.24,0.8,53.63,Healthy
13:53:52,237.0534093,2.22,1.04,53.63,Healthy
13:53:55,238.5424382,2.2,1.22,53.63,Healthy
13:53:57,237.9387778,2.21,1.04,53.63,Healthy
13:54:00,237.7617041,2.21,0.86,53.63,Healthy
13:54:03,236.8682868,2.28,1.19,53.69,Healthy
13:54:06,238.2687789,2.22,1.05,53.69,Healthy
13:54:08,236.8682868,2.15,0.9,53.69,Healthy
13:54:11,236.3773096,2.19,0.94,53.75,Healthy
13:54:14,237.52024,2.21,1.18,53.75,Healthy
13:54:17,237.9387778,2.22,0.85,53.75,Healthy
13:54:19,238.8563416,2.25,0.96,53.75,Healthy
13:54:22,236.3934073,2.22,1.16,53.75,Healthy
13:54:25,236.7153595,2.23,1.07,53.75,Healthy
13:54:28,236.7958475,2.18,0.78,53.81,Healthy
13:54:30,238.6953655,2.26,1.1,53.81,Healthy
13:54:33,239.9026863,2.24,1.23,53.75,Healthy
13:54:36,235.5241363,2.24,0.92,53.81,Healthy
13:54:39,237.52024,2.23,0.79,53.81,Healthy
13:54:41,237.3753615,2.23,1.06,53.75,Healthy
13:54:44,237.1177997,2.23,1.17,53.81,Healthy
13:54:47,238.9770737,2.27,0.81,53.88,Healthy
13:54:50,238.6068287,2.58,1.02,53.75,Healthy
13:54:52,237.5121912,2.23,1.16,53.81,Healthy
13:54:55,237.6651185,2.23,1.05,53.81,Healthy
13:54:58,237.0453605,2.21,0.82,53.88,Healthy
13:55:01,237.4156055,2.19,1.07,53.81,Healthy
13:55:03,238.1721932,2.23,1.22,53.81,Healthy
13:55:06,238.3090229,2.24,1.04,53.81,Healthy
13:55:09,238.4539014,2.24,0.78,53.88,Healthy
13:55:12,238.6229263,2.22,1.01,53.81,Healthy
